Date,Ticker,Open,High,Low,Close,VWAP,Volume,SMA_20,EMA_12,RSI_14,MACD,BB_width,Target,RF_Prediction,XGB_Prediction,Avg_Prediction,Signal
18-03-2020,AAPL,57.98885735,60.46300237,57.34794731,59.65763474,69.36661292,300233600,68.04312553,64.83935512,43.99894072,-3.865047885,0.310434247,59.20055008,58.78991698,58.934338,58.8621273,-1
19-03-2020,AAPL,59.83178414,61.1498772,58.67573152,59.20055008,68.99687602,271857200,67.12989368,63.97184666,43.6612982,-4.028567247,0.306454747,55.44216156,56.9194079,56.19177,56.55558827,-1
20-03-2020,AAPL,59.78098395,60.90559812,55.14226371,55.44216156,68.30560116,401693200,66.11641331,62.65958741,33.86072726,-4.410585578,0.324015376,54.26434326,56.55320562,55.51566,56.03443248,0
23-03-2020,AAPL,55.16161599,55.26319341,51.42016448,54.26434326,67.7298945,336752800,65.22385883,61.36801139,34.60243822,-4.753581622,0.3541291,59.70843124,59.31539475,59.909233,59.61231392,0
24-03-2020,AAPL,57.16414682,59.9043308,56.66593222,59.70843124,67.45857635,287531200,64.72564392,61.11269137,37.30454835,-4.533852624,0.358446356,59.37950134,59.28797215,59.68445,59.48621019,0
25-03-2020,AAPL,60.64438621,62.45827613,59.08444162,59.37950134,67.17998575,303602000,64.1557209,60.84604675,38.79645514,-4.336271862,0.357492282,62.50424576,61.12217923,62.321915,61.72204695,0
26-03-2020,AAPL,59.6213697,62.56228789,59.58267249,62.50424576,67.0498366,252087200,63.97336597,61.10115429,43.0656951,-3.882788555,0.357959843,59.91641617,59.89506387,60.0781,59.98658109,-1
27-03-2020,AAPL,61.12809337,61.88267043,59.7495377,59.91641617,66.89253061,204216800,63.66355362,60.91888688,45.57843105,-3.689683611,0.362567692,61.62630844,61.1051961,61.18289,61.14404397,0
30-03-2020,AAPL,60.64197271,61.79802499,60.31788822,61.62630844,66.79871038,167976400,63.13147945,61.02772097,42.22403448,-3.359941225,0.343101784,61.5005455,60.7931837,61.064186,60.9286849,-1
31-03-2020,AAPL,61.81737473,63.48373123,60.94670603,61.5005455,66.69027662,197002000,62.70787506,61.10046321,44.34517925,-3.073338494,0.330292451,58.2645607,58.90688207,58.543415,58.72514857,-1
01-04-2020,AAPL,59.61651237,60.15342405,57.83406448,58.2645607,66.53879926,176218400,61.96018887,60.66417051,47.88561436,-3.071909632,0.298979193,59.23680496,59.93292448,59.78174,59.85733138,0
02-04-2020,AAPL,58.12670524,59.29001269,57.29473382,59.23680496,66.41724337,165934000,61.37986526,60.44457581,38.79087196,-2.958224689,0.27129575,58.38549042,59.96463165,58.99511,59.4798706,0
03-04-2020,AAPL,58.72166454,59.42303384,57.79537097,58.38549042,66.31393643,129880000,60.80401459,60.12779344,49.65259051,-2.903354458,0.242877315,63.47890472,62.20571724,62.493916,62.3498164,0
06-04-2020,AAPL,60.68067487,63.63368619,60.31306243,63.47890472,66.25838371,201820400,60.75927238,60.64334903,53.82717793,-2.420966049,0.240400718,62.74365997,63.93463085,63.77904,63.85683607,0
07-04-2020,AAPL,65.49351592,65.71118861,62.63966539,62.74365997,66.19048581,202887200,60.44595261,60.96647379,55.21239775,-2.074089058,0.207745695,64.34955597,64.98452792,64.675865,64.83019655,0
08-04-2020,AAPL,63.54418477,64.66396058,63.17899331,64.34955597,66.16134938,168895200,60.33276558,61.48694797,58.3719446,-1.650577329,0.19490223,64.81390381,65.31411175,65.234116,65.27411368,0
09-04-2020,AAPL,64.98562401,65.31696001,64.01821618,64.81390381,66.14122009,161834800,60.57171478,61.99878733,67.06589855,-1.262914155,0.204973813,66.08605957,66.69246388,66.47213,66.58229685,0
13-04-2020,AAPL,64.89131009,66.19489592,64.29151447,66.08605957,66.14056092,131022800,60.51463737,62.62759844,71.4535804,-0.843314751,0.197189781,69.42362213,68.34934062,69.32276,68.83605108,0
14-04-2020,AAPL,67.71856828,69.71384752,67.24695387,69.42362213,66.19792897,194994800,61.0568697,63.67314055,69.09032659,-0.238714048,0.232272417,68.78996277,68.3391633,68.99784,68.66850209,-1
15-04-2020,AAPL,68.2990035,69.24948009,67.87092812,68.78996277,66.22803941,131154400,61.43863316,64.46034397,68.27270273,0.187148024,0.256847651,69.33655548,68.48299765,68.220505,68.35175121,0
16-04-2020,AAPL,69.50343396,69.70175439,68.28691861,69.33655548,66.27070622,157125200,61.92257919,65.21053035,64.74266077,0.562270741,0.277339888,68.39574432,67.60464588,67.55249,67.57856806,0
17-04-2020,AAPL,68.85284816,69.39943605,66.95914282,68.39574432,66.30992651,215250000,62.38233891,65.70056327,69.69657175,0.7747122,0.286944111,66.97605896,66.95683629,67.019005,66.98792055,0
20-04-2020,AAPL,67.22275267,68.12485573,66.95671405,66.97605896,66.31727065,130015200,62.95903378,65.89679338,62.59673194,0.819075055,0.271427205,64.90581512,65.78462373,66.25633,66.02047806,0
21-04-2020,AAPL,66.81886518,67.0534619,64.19476971,64.90581512,66.29593543,180991600,63.49110737,65.74433519,57.34554234,0.679350432,0.237191058,66.77534485,66.64636064,66.605316,66.6258384,1
22-04-2020,AAPL,66.17312829,67.21067554,65.83212344,66.77534485,66.30056921,116862400,63.84445305,65.90295206,69.50877997,0.711273963,0.233227335,66.51656342,66.99908891,67.288864,67.14397652,0
23-04-2020,AAPL,66.71971823,68.14180935,66.47786621,66.51656342,66.30277619,124814400,64.20130615,65.9973538,67.25123435,0.707536057,0.225072056,68.43685913,68.35527746,68.64161,68.49844332,0
24-04-2020,AAPL,67.04137578,68.44653528,66.99300243,68.43685913,66.32459181,126161200,64.49793682,66.37266232,72.67067107,0.849730392,0.229967141,68.48525238,68.27650458,68.41314,68.34482196,0
27-04-2020,AAPL,68.15390885,68.81658853,67.70648844,68.48525238,66.34489794,117087600,64.92637863,66.69767617,64.61861046,0.955313103,0.224585592,67.37512207,68.21831584,68.314186,68.26625097,0
28-04-2020,AAPL,68.94715996,69.12854894,67.28322452,67.37512207,66.35407727,112004800,65.21381931,66.80189862,63.23419703,0.938590438,0.220677932,69.58808136,68.98909502,68.45443,68.72176232,1
29-04-2020,AAPL,68.86252533,70.05727485,68.65937053,69.58808136,66.38901349,137280800,65.61819611,67.23054212,64.46694967,1.091324812,0.220241394,71.05612183,70.31294073,70.404724,70.35883242,1
30-04-2020,AAPL,70.12741094,71.23267646,69.73803272,71.05612183,66.45529079,183064000,66.25777416,67.81909284,66.33332455,1.315660387,0.203235103,69.91215515,70.34548848,70.05942,70.2024531,0
01-05-2020,AAPL,69.23013078,72.31374359,69.13339146,69.91215515,66.51863263,240616800,66.79154167,68.14110243,60.0789362,1.385171996,0.181072367,70.90132904,70.66737095,70.596436,70.63190325,1
04-05-2020,AAPL,69.93634198,71.0295103,69.24706234,70.90132904,66.56276234,133568000,67.4173336,68.56575268,54.44229054,1.50275568,0.144109528,71.96549225,71.77254064,71.44244,71.60748843,0
05-05-2020,AAPL,71.36086215,72.79746385,71.21574945,71.96549225,66.6222766,147751200,67.84166298,69.08878953,59.30543526,1.662644741,0.144209786,72.70796967,72.68767846,72.67528,72.68147808,0
06-05-2020,AAPL,72.66685158,73.33919986,72.28230777,72.70796967,66.68617792,142333600,68.33987846,69.64558648,59.76731623,1.828195398,0.138502503,73.46014404,73.51535486,74.72608,74.12071835,1
07-05-2020,AAPL,73.33438363,73.80599811,73.03206854,73.46014404,66.74326916,115215200,68.79540787,70.23244149,64.83419825,1.997068707,0.141502637,75.20859528,74.80256904,74.876076,74.83932239,1
08-05-2020,AAPL,74.11974269,75.26194704,73.7923572,75.20859528,66.82534397,133838400,69.31514244,70.99800361,73.65837124,2.246095829,0.152339124,76.39203644,75.88139389,75.379005,75.63019966,0
11-05-2020,AAPL,74.71631429,76.88674477,74.50775468,76.39203644,66.92542992,145946400,69.83044128,71.82785481,84.78148169,2.510011577,0.169697086,75.51901245,75.48715415,75.38853,75.43784053,0
12-05-2020,AAPL,77.07590132,77.52696763,75.3977591,75.51901245,67.02426029,162301200,70.1352108,72.39572522,78.17725226,2.618536115,0.183686939,74.60718536,74.81004661,75.54052,75.17528316,0
13-05-2020,AAPL,75.69846552,76.61999543,73.53045502,74.60718536,67.13054729,200622400,70.42607193,72.73594986,75.01967687,2.600983252,0.190430266,75.06552124,74.98224139,75.96418,75.47321069,0
14-05-2020,AAPL,73.84571291,75.12614791,73.12304033,75.06552124,67.21768728,158929200,70.71252022,73.09434545,72.53641541,2.59415258,0.1977857,74.62172699,75.0078655,75.794716,75.40129069,0
15-05-2020,AAPL,72.83688141,74.66780385,72.80292692,74.62172699,67.30182528,166348400,71.02381935,73.32932723,70.31681624,2.523835532,0.200271246,76.37989044,75.84309356,76.13058,75.98683532,0
18-05-2020,AAPL,75.94580888,76.75335275,75.25466346,76.37989044,67.38488938,135178400,71.49401093,73.79864465,78.58658011,2.580234523,0.202191081,75.9385376,76.06740878,76.18785,76.12762987,0
19-05-2020,AAPL,76.39687133,77.24321719,75.90701055,75.9385376,67.44338606,101729600,72.04564705,74.12785895,72.7152701,2.559809752,0.188237122,77.41542816,77.01896332,76.41814,76.71854996,0
20-05-2020,AAPL,76.79703154,77.48574979,76.75822958,77.41542816,67.51757972,111504800,72.57765121,74.63363883,72.73253388,2.632450448,0.184878148,76.83824158,76.87308963,76.28712,76.58010331,0
21-05-2020,AAPL,77.27717807,77.81797062,76.60058237,76.83824158,67.58100953,102688800,73.09373512,74.97280848,75.80421433,2.613319865,0.17300337,77.33295441,77.19492299,76.14851,76.67171839,0
22-05-2020,AAPL,76.57632739,77.41540579,76.47447874,77.33295441,67.63359153,81803200,73.53853989,75.33590785,74.87864737,2.608014365,0.168447156,76.80917358,76.93139534,76.89804,76.91471806,0
26-05-2020,AAPL,78.45094179,78.63039443,76.75339436,76.80917358,67.70888384,125522000,73.95473595,75.56256412,69.55366091,2.532353587,0.158864303,77.14381409,77.15833024,77.16232,77.16032662,0
27-05-2020,AAPL,76.66608292,77.28931961,75.92643294,77.14381409,67.77803648,112945200,74.44317055,75.80583335,68.51697919,2.470911439,0.138382807,77.17774963,77.13662038,77.319954,77.22828715,0
28-05-2020,AAPL,76.81883709,78.43635987,76.54238333,77.17774963,67.85880609,133560800,74.82265396,76.01689739,66.50869692,2.397321577,0.126893638,77.10257721,77.3841197,77.453445,77.41878257,0
29-05-2020,AAPL,77.42026038,77.88102161,76.74609208,77.10257721,67.94921991,153532400,75.12497673,76.18392505,59.87863015,2.306349138,0.119827795,78.05078888,77.88082647,77.67201,77.7764194,0
01-06-2020,AAPL,77.05650985,78.17204224,76.92555415,78.05078888,68.00094591,80791200,75.53190842,76.47113487,58.86935834,2.284432071,0.104728833,78.412117,78.30366646,79.12311,78.71338718,0
02-06-2020,AAPL,77.78402553,78.43636916,77.34266155,78.412117,68.05845892,87642800,75.90744781,76.76974751,66.36494909,2.270051062,0.092337763,78.84378052,78.6887592,79.35473,79.02174395,0
03-06-2020,AAPL,78.7322295,79.10569191,78.15990982,78.84378052,68.12902763,104491200,76.25136223,77.08882951,75.34100669,2.267349058,0.084291754,78.16475677,78.98230553,79.13063,79.05646801,0
04-06-2020,AAPL,78.66674739,78.96502588,77.79129441,78.16475677,68.18375207,87560400,76.52420158,77.25435678,68.06111443,2.185226232,0.074574535,80.39097595,80.07310468,80.06791,80.07050696,0
05-06-2020,AAPL,78.41454771,80.45160263,78.38544809,80.39097595,68.28720882,137250400,76.87074318,77.73691358,77.83773436,2.273572257,0.077213346,80.86628723,81.27696162,82.40521,81.84108701,0
08-06-2020,AAPL,80.08784275,80.90024172,79.37729985,80.86628723,68.3610714,95654400,77.15362778,78.21835568,74.7063801,2.354796142,0.086945031,83.4198761,82.75649974,82.80183,82.77916311,0
09-06-2020,AAPL,80.54617767,83.81273576,80.51465061,83.4198761,68.49639013,147712400,77.50501976,79.01858959,83.42370446,2.5953029,0.112107507,85.56604004,84.44304159,85.03689,84.73996486,0
10-06-2020,AAPL,84.36805667,86.03407607,83.92912026,85.56604004,68.66770844,166651600,78.00737114,80.02588966,84.35904973,2.92536198,0.141967761,81.45799255,82.50999985,82.72106,82.61553078,0
11-06-2020,AAPL,84.71000803,85.13439472,81.35614389,81.45799255,68.82118148,201662400,78.3499115,80.24621318,65.00718239,2.822910327,0.140372654,82.16126251,82.61230782,82.224625,82.41846623,0
12-06-2020,AAPL,83.59690535,84.34382269,81.05058514,82.16126251,68.97817833,200146000,78.70469856,80.54083615,65.4749923,2.766573326,0.140332884,83.17736053,83.24419558,84.4303,83.83724672,0
15-06-2020,AAPL,80.81534793,83.82970407,80.65286521,83.17736053,69.09313535,138808800,79.13248024,80.94645529,69.78598103,2.771963002,0.139417171,85.38176727,84.67812581,84.487206,84.58266566,0
16-06-2020,AAPL,85.23141428,85.65338103,83.59692127,85.38176727,69.24879664,165428800,79.58257408,81.62881098,72.93105213,2.92044647,0.151209905,85.26293945,85.23979275,84.74783,84.993813,0
17-06-2020,AAPL,86.12626281,86.18688949,85.14168609,85.26293945,69.35393909,114406400,80.04879417,82.18790767,72.39995773,2.994019089,0.156597854,85.296875,85.31626466,84.82499,85.07062699,0
18-06-2020,AAPL,85.21927109,85.71398677,84.68818088,85.296875,69.44203441,96820400,80.44286652,82.66621033,72.75423235,3.020248687,0.162974855,84.80943298,85.39363924,86.34546,85.86954911,0
19-06-2020,AAPL,86.00256906,86.46817772,83.70117572,84.80943298,69.67054064,264476000,80.84142609,82.9959369,69.26052561,2.96749589,0.163318062,87.02836609,86.55451575,86.714134,86.63432499,0
22-06-2020,AAPL,85.20229119,87.17144413,85.15621433,87.02836609,69.80172308,135445200,81.32619667,83.61631062,72.20347274,3.069356643,0.170480946,88.88598633,88.09188746,88.05584,88.0738635,0
23-06-2020,AAPL,88.27244463,90.3046521,87.85290535,88.88598633,70.02499584,212155600,81.93003731,84.42702996,74.10643775,3.262369883,0.179811183,87.3169632,87.47606433,87.47398,87.47502405,0
24-06-2020,AAPL,88.5149469,89.43404938,86.9435008,87.3169632,70.206744,192623200,82.43869476,84.87163507,71.06969451,3.251248839,0.17902607,88.47615051,87.96716961,87.99962,87.98339407,0
25-06-2020,AAPL,87.47217654,88.51495248,86.71312933,88.47615051,70.3428158,137522400,83.00361481,85.42617591,69.57493498,3.297955285,0.178627419,85.75765991,86.59920247,87.780235,87.18971888,0
26-06-2020,AAPL,88.37188228,88.5925643,85.60972695,85.75765991,70.51229085,205256800,83.43636894,85.47717345,60.68216914,3.08010547,0.166822667,87.73405457,87.77213485,87.96173,87.8669329,1
29-06-2020,AAPL,85.66547316,87.82863571,85.18773477,87.73405457,70.63196883,130646000,83.92053223,85.82438593,59.66531339,3.031985609,0.160279151,88.46643829,88.19347632,87.4032,87.79833728,0
30-06-2020,AAPL,87.32180641,88.75260181,87.30240913,88.46643829,70.76400513,140223200,84.42324829,86.23085552,56.93740404,3.018156095,0.153765306,88.29911804,88.21870403,87.09199,87.65534582,0
01-07-2020,AAPL,88.5440522,89.08726488,88.25062114,88.29911804,70.86593081,110737200,84.89601517,86.54904976,70.16444951,2.95957858,0.144833709,88.29911804,88.67798039,89.71448,89.19622897,0
02-07-2020,AAPL,89.2060982,89.84146463,88.18514699,88.29911804,70.96966684,114041600,85.40273323,86.81829103,68.87402117,2.879957124,0.127442036,90.66111755,89.79990998,90.39454,90.09722443,0
06-07-2020,AAPL,89.72746542,91.12915364,89.69593837,90.66111755,71.09083121,118655600,85.91624031,87.40949511,71.25347052,2.97317723,0.125440112,90.37981415,90.81050581,90.78822,90.79936454,0
07-07-2020,AAPL,91.03943261,91.81787697,90.26826315,90.37981415,71.20263443,112424400,86.39191666,87.86646727,65.93474166,2.989890407,0.120093342,92.48477173,91.89613298,91.36859,91.63236215,0
08-07-2020,AAPL,91.35711714,92.51629878,91.26981089,92.48477173,71.33034093,117092000,86.84516144,88.57697565,70.4364591,3.136828795,0.130277397,92.88247681,93.06858275,92.86256,92.9655696,0
09-07-2020,AAPL,93.37718506,93.43053682,91.83484628,92.88247681,71.46822402,125642800,87.21098328,89.23936044,71.03283564,3.247929888,0.142787432,93.04497528,92.92778061,93.261345,93.09456276,0
10-07-2020,AAPL,92.47751045,93.10318193,91.86639619,93.04497528,71.56693368,90257200,87.79033241,89.82483965,73.25397383,3.3109243,0.139603447,92.61572266,92.99236315,93.246864,93.11961374,0
13-07-2020,AAPL,94.34964386,96.95901798,92.4023156,92.61572266,71.76943483,191649200,88.31305542,90.25420626,67.55028465,3.28830519,0.133273578,94.14837646,93.98584492,93.95383,93.96983591,0
14-07-2020,AAPL,91.99733587,94.33995142,91.06369102,94.14837646,71.95988867,170989200,88.86160622,90.85330937,66.87402267,3.355373083,0.133116453,94.79585266,94.46380943,94.07743,94.27062008,0
15-07-2020,AAPL,96.02293578,96.27271734,93.59786916,94.79585266,72.13269318,153198000,89.33231049,91.45985449,75.48760062,3.421331807,0.139658045,93.62940979,93.73373344,93.153694,93.44371379,0
16-07-2020,AAPL,93.66821175,94.48545813,93.03041795,93.62940979,72.2494699,110577600,89.750634,91.79363223,67.55331369,3.340969759,0.138406183,93.44025421,93.71631697,93.48503,93.60067405,0
17-07-2020,AAPL,94.08047544,94.23567588,92.9673632,93.44025421,72.34500662,92186800,90.15780296,92.04695869,81.61680163,3.224844978,0.134147147,95.40939331,94.77889971,95.0323,94.90560128,0
20-07-2020,AAPL,93.52754666,95.54762388,93.18318395,95.40939331,72.44643435,90318000,90.68780098,92.56425632,81.60581685,3.254195975,0.130787827,94.09259033,94.07834048,94.129715,94.10402772,0
21-07-2020,AAPL,96.19997394,96.27515042,93.84280875,94.09259033,72.55490183,103433200,91.04101219,92.79938463,72.10372187,3.135062804,0.12859515,94.35693359,93.57709574,94.43647,94.00678289,0
22-07-2020,AAPL,93.79431626,95.03837685,93.7070174,94.35693359,72.64850382,89001600,91.31455956,93.03900755,73.6195527,3.027084849,0.130107889,90.06214142,91.07180109,92.52492,91.79835935,0
23-07-2020,AAPL,94.09017424,94.16777816,89.25216991,90.06214142,72.81242988,197004400,91.45181847,92.58102815,55.14946124,2.565385539,0.124049167,89.83904266,90.44559705,90.31902,90.38231009,0
24-07-2020,AAPL,88.26032886,90.18340548,86.47304801,89.83904266,72.96197771,185438800,91.51996307,92.15918422,47.25602256,2.156623096,0.121355778,91.96824646,91.85476432,91.6831,91.76893108,1
27-07-2020,AAPL,90.90121837,92.0604002,90.67811633,91.96824646,73.07047395,121214000,91.8304924,92.12980918,54.71974509,1.981641735,0.105543826,90.45741272,91.06992378,90.92866,90.99929066,0
28-07-2020,AAPL,91.53899036,91.71602289,90.45255785,90.45741272,73.15491253,103625600,91.96666031,91.87251742,43.75559278,1.701442914,0.097910943,92.19133759,92.50189788,91.78122,92.14155868,1
29-07-2020,AAPL,90.94000227,92.37564502,90.90362775,92.19133759,73.23515969,90329200,92.15290527,91.92156668,48.03314104,1.600843053,0.090934907,93.30688477,93.71222237,96.26945,94.99083485,1
30-07-2020,AAPL,91.36440364,93.41116088,90.95699414,93.30688477,73.38219511,158130000,92.40329361,92.13469254,50.70699723,1.592771791,0.082263682,103.0750427,98.64627222,100.85845,99.75236203,1
31-07-2020,AAPL,99.8012025,103.2253957,97.8029424,103.0750427,73.88833506,374336800,93.14208984,93.81782333,68.77015405,2.347523184,0.122557696,105.672287,102.1690259,105.41858,103.7938025,0
03-08-2020,AAPL,104.9568893,108.2913562,104.6586108,105.672287,74.32815645,308151200,93.89264832,95.64158697,69.91952862,3.119287798,0.167673885,106.3779907,106.0847704,104.50642,105.2955934,0
04-08-2020,AAPL,105.8614503,107.4692709,105.1387776,106.3779907,74.57532539,173071600,94.69255714,97.2933414,69.97995811,3.744694699,0.199801438,106.7635727,107.7666273,107.29278,107.5297027,0
05-08-2020,AAPL,106.0991067,107.0836833,105.6334906,106.7635727,74.74904704,121776800,95.40649719,98.75030006,73.2846087,4.222769952,0.226741224,110.488472,109.0555742,108.83941,108.9474915,0
06-08-2020,AAPL,107.0958057,110.9831877,106.5065162,110.488472,75.06683177,202428800,96.28679695,100.5561727,76.85666073,4.846350566,0.262964497,107.9764481,107.8547748,108.92269,108.3887331,0
07-08-2020,AAPL,110.0098879,110.4666237,107.1795922,107.9764481,75.35064949,198045600,97.03337059,101.6977535,69.464397,5.079292436,0.27995528,109.5458527,109.3794676,108.23906,108.8092635,0
10-08-2020,AAPL,109.4219489,110.5637884,106.8953334,109.5458527,75.66403583,212403600,97.87987709,102.9051534,73.74884978,5.329107745,0.296330238,106.2879868,107.6385968,107.54633,107.5924651,0
11-08-2020,AAPL,108.8097463,109.3077785,106.0280349,106.2879868,75.91032182,187902400,98.4868576,103.4255893,66.79092322,5.204214678,0.301698027,109.8203812,109.9289652,110.12638,110.0276731,0
12-08-2020,AAPL,107.3787901,110.0779011,107.1844379,109.8203812,76.14897242,165598000,99.23808403,104.4094034,78.41613278,5.328843143,0.313850728,111.7639389,111.4000585,112.0027,111.7013797,0
13-08-2020,AAPL,111.2003071,112.7672986,110.7119874,111.7639389,76.46413888,210082000,100.1448105,105.5408704,80.04534602,5.520800614,0.325390218,111.6643295,112.2031425,111.69511,111.9491245,0
14-08-2020,AAPL,111.5890175,111.7542176,109.8543941,111.6643295,76.70792803,165565200,101.0560143,106.482941,78.58087844,5.60033349,0.331427831,111.372757,114.0859662,112.06914,113.0775519,0
17-08-2020,AAPL,112.7866921,112.8109879,110.745965,111.372757,76.88043809,119561600,101.8541824,107.2352204,81.4634854,5.575564757,0.336373019,112.3008347,112.7334323,112.330765,112.5320985,0
18-08-2020,AAPL,111.1249869,112.7259865,110.7897231,112.3008347,77.03549239,105633600,102.7645947,108.0145457,81.00289822,5.566654544,0.337235203,112.4417419,112.881058,113.61268,113.2468682,0
19-08-2020,AAPL,112.7089818,113.8556775,112.3469977,112.4417419,77.24775486,145538000,103.6688351,108.6956528,80.41430641,5.507476416,0.335066936,114.9367752,113.3099358,113.959854,113.634895,0
20-08-2020,AAPL,112.48304,115.0509592,112.4660322,114.9367752,77.44375373,126907200,104.9125668,109.6558255,74.52405161,5.597382515,0.320633431,120.8597412,117.306229,118.10565,117.7059404,0
21-08-2020,AAPL,115.8963914,121.3431972,115.8842472,120.8597412,78.03697172,338054800,106.4636017,111.3795048,77.60391909,6.076521248,0.313481983,122.3052597,120.972981,122.67509,121.824034,0
24-08-2020,AAPL,125.0650992,125.1501384,120.4394521,122.3052597,78.64740429,345937600,107.9804523,113.0603902,78.19044283,6.497978753,0.308473266,121.3019104,120.9880112,121.07074,121.0293755,0
25-08-2020,AAPL,121.178014,121.6468941,119.5794387,121.3019104,79.00399294,211495600,109.5226772,114.3283164,75.18143056,6.674090201,0.282943824,122.9514923,121.4516937,122.03339,121.74254,0
26-08-2020,AAPL,122.6186603,123.4082281,121.5521329,122.9514923,79.28537289,163022400,111.060685,115.6549588,73.25896591,6.867601828,0.257739655,121.4817047,121.3248421,122.52346,121.9241512,0
27-08-2020,AAPL,123.5540165,123.8868485,120.3374333,121.4817047,79.5415958,155552400,112.469426,116.5513813,76.22418005,6.823702219,0.219953913,121.2849274,122.3491851,121.89776,122.1234718,0
28-08-2020,AAPL,122.4559117,122.8737757,121.0614156,121.2849274,79.84511531,187630000,113.3799202,117.2796191,74.07817869,6.695847612,0.21407745,125.3979416,123.8315928,123.94079,123.8861905,0
31-08-2020,AAPL,123.9791572,127.3026287,122.4437497,125.3979416,80.24008818,225702700,114.3662029,118.5285918,87.86826914,6.847474367,0.221954301,130.3928833,127.9341403,128.3915,128.1628175,0
01-09-2020,AAPL,129.0129633,130.9953944,126.8459072,130.3928833,80.53114506,151948100,115.5669476,120.3538674,88.53294167,7.28669325,0.242072147,127.6913528,126.6977434,127.93789,127.3178163,0
02-09-2020,AAPL,133.7066483,134.0856403,123.4155446,127.6913528,80.88886628,200119000,116.6133366,121.4827113,79.00886424,7.332264667,0.245967199,117.4682465,120.9261869,119.03097,119.9785773,0
03-09-2020,AAPL,123.3280603,125.2035803,117.0989744,117.4682465,81.2425722,257599600,116.9623253,120.8651014,57.7228704,6.468891738,0.240260654,117.5460205,117.8129835,116.865395,117.339189,0
04-09-2020,AAPL,116.6811405,120.2086846,107.7602368,117.5460205,81.69023571,332607200,117.4408039,120.3544735,58.26133923,5.72494459,0.228181902,109.6357346,114.007849,112.71342,113.360633,0
08-09-2020,AAPL,110.7338384,115.6315889,109.4996866,109.6357346,81.92790622,231366600,117.445298,118.7054368,46.99500992,4.445818519,0.22798425,114.0087357,114.1754762,113.88894,114.0322075,1
09-09-2020,AAPL,113.9504315,115.7773673,112.0068799,114.0087357,82.13521613,176940500,117.8313354,117.9828674,51.61290779,3.741833013,0.211239283,110.28685,112.4484306,111.45313,111.9507816,0
